port_name,country,hazard,downtime
Founchon,U.S.A.,pluvial,0.0
Pelabuhan Tanjung Wangi,Indonesia,pluvial,0.1258840529983108
Puerto Montt,Chile,pluvial,0.0
Kupang,Indonesia,pluvial,0.0
Brofjorden,Sweden,pluvial,0.0
Goteborg,Sweden,pluvial,0.0
Port De Caen,France,pluvial,0.12651286071227474
Haikou,China,pluvial,0.0
Brindisi,Italy,pluvial,0.008811883709881755
Toledo,U.S.A.,pluvial,0.0
Villagarcia De Arosa,Spain,pluvial,0.6970331415399774
Grenaa Havn,Denmark,pluvial,0.0
Chiba Ko,Japan,pluvial,0.0
Felixstow,United Kingdom,pluvial,0.0
Huizhou,China,pluvial,0.0
Olbia,Italy,pluvial,0.0
Lisboa,Portugal,pluvial,0.0
Honolulu,U.S.A.,pluvial,0.0
Rostock,Germany,pluvial,0.0
Qinhuangdao,China,pluvial,0.0
La Coruna,Spain,pluvial,0.0
Foynes,Ireland,pluvial,0.0
Acapulco,Mexico,pluvial,0.033030431652355474
Port Vila,Vanuatu,pluvial,0.0
Merauke,Indonesia,pluvial,0.0
Haypoint,Australia,pluvial,0.026553643487237235
Mina Tarabulus (Tripoli),Libya,pluvial,0.0
Richards Bay,South Africa,pluvial,0.010621457394894895
Medway City,United Kingdom,pluvial,0.039857157939189196
London Gateway,United Kingdom,pluvial,0.0
Plymouth,United Kingdom,pluvial,0.0
Tromso,Norway,pluvial,0.0
Port of Rouen,France,pluvial,0.0
Umm Al Qaywayn,United Arab Emirates,pluvial,0.026553643487237235
Samsun,Turkey,pluvial,0.0
Sassnitz,Germany,pluvial,0.0
Saint-Malo,France,pluvial,0.0
Barry,United Kingdom,pluvial,0.0
Indonesia Morowali Industrial Park,Indonesia,pluvial,0.0
Bushehr,Iran,pluvial,0.0
Fawley Marine Terminal,United Kingdom,pluvial,0.0
Balboa,Panama,pluvial,0.0
Bangkok,Thailand,pluvial,0.0
Belfast,United Kingdom,pluvial,0.0
Matsusaka,Japan,pluvial,0.0
Bridgeport,U.S.A.,pluvial,0.02241965134079392
Daesan Hang,South Korea,pluvial,0.0
Niigata Ko,Japan,pluvial,0.0
Murmansk,Russia,pluvial,0.0
Jakobstad,Finland,pluvial,0.05928752243454392
Beihai,China,pluvial,0.010621457394894895
Amagasaki,Japan,pluvial,0.0278813256615991
Kudamatsu,Japan,pluvial,0.0
Uwajima Ko,Japan,pluvial,0.0
Port of Le Havre,France,pluvial,0.0
Augusta,Italy,pluvial,0.0
Oxelosund,Sweden,pluvial,0.010462503959037164
Buenos Aires,Argentina,pluvial,0.16364926889780407
Medway,United Kingdom,pluvial,0.0
Pelabuhan Sansakan,Malaysia,pluvial,0.02241965134079392
Al Ahmadi,Yemen,pluvial,0.010621457394894895
Kotka,Finland,pluvial,0.0
Ensenada,Mexico,pluvial,0.0
Pipavav Bandar,India,pluvial,0.0
Boston,U.S.A.,pluvial,0.10574260451858106
El Guamache,Venezuela,pluvial,0.003985715793918919
Banjarmasin,Indonesia,pluvial,0.003985715793918919
Slagenstangen,Norway,pluvial,0.0
Kandla,India,pluvial,0.0
Trabzon,Turkey,pluvial,0.0
Djupviken,Norway,pluvial,0.0
Serangoon Harbor,Singapore,pluvial,0.0
Paradip,India,pluvial,0.10462503959037163
Bissau,Guinea-Bissau,pluvial,0.0
Finnsnes,Norway,pluvial,0.0
Trelleborg,Sweden,pluvial,0.0
Skagen Havn,Denmark,pluvial,0.0
Burns Harbor,U.S.A.,pluvial,0.0
Harbor Yeweiju,China,pluvial,0.0
Safi,Morocco,pluvial,0.0
Hanko,Finland,pluvial,0.008811883709881755
Milford Haven,United Kingdom,pluvial,0.0
Port Lincoln,Australia,pluvial,0.001678454039977477
Santander,Spain,pluvial,0.037765215899493235
Vancouver,U.S.A.,pluvial,0.0
Kushiro Ko,Japan,pluvial,0.008811883709881755
Port Owendo,Gabon,pluvial,0.0
Penglai,China,pluvial,0.0
Eregli,Turkey,pluvial,0.0
Willemstad,Curacao,pluvial,0.0
Baubau,Indonesia,pluvial,0.0
Oakland,U.S.A.,pluvial,0.0
Porto Torres,Italy,pluvial,0.0
Manta,Ecuador,pluvial,0.0
Stockholm,Sweden,pluvial,0.0
Haydarpasa,Turkey,pluvial,0.0
Nagoya Ko,Japan,pluvial,0.003985715793918919
Sagunto,Spain,pluvial,0.0
Tunis,Tunisia,pluvial,0.0
Montevideo,Uruguay,pluvial,0.0
Hososhima Ko,Japan,pluvial,0.0
Indiana Harbor,U.S.A.,pluvial,0.054471449183558555
Tanjung Pelepas,Malaysia,pluvial,0.0
Rada De Arica,Chile,pluvial,0.0
Madre De Deus,Brazil,pluvial,0.02241965134079392
Yokohama Ko,Japan,pluvial,0.003985715793918919
Toamasina,Madagascar,pluvial,0.0
London,United Kingdom,pluvial,0.0
Picton,New Zealand,pluvial,0.0
Tsingeli,Greece,pluvial,0.0
Piraievs,Greece,pluvial,0.0
Port Everglades,U.S.A.,pluvial,0.0
Itaqui,Brazil,pluvial,0.0
Napoli,Italy,pluvial,0.0
Gove,Australia,pluvial,0.0
Port Noro,Solomon Islands,pluvial,0.0
Thamesport,United Kingdom,pluvial,0.0
Nacala,Mozambique,pluvial,0.0
Hamburg,Germany,pluvial,0.0
Montreal,Canada,pluvial,0.02241965134079392
Sitrah,Bahrain,pluvial,0.0
Calcutta,India,pluvial,0.32063524510838964
Rio Grande,Brazil,pluvial,0.037765215899493235
Gomen,New Caledonia,pluvial,0.0
Vasteras,Sweden,pluvial,0.0
Port Hueneme,U.S.A.,pluvial,0.0
Almeria,Spain,pluvial,0.0
Pointe A Pierre,Trinidad and Tobago,pluvial,0.0
Sanshandaocun,China,pluvial,0.0
Rethimnon,Greece,pluvial,0.0
Marmagao,India,pluvial,0.2014144847972973
Santa Maria,Colombia,pluvial,0.0
Vitoria,Brazil,pluvial,0.0
Sodertalje,Sweden,pluvial,0.003985715793918919
Merak Mas Terminal,Indonesia,pluvial,0.0
Portovecchio Di Piombino,Italy,pluvial,0.0
Kanda,Japan,pluvial,0.0
Taranto,Italy,pluvial,0.0
Maizuro Ko,Japan,pluvial,0.0
Tonghae,South Korea,pluvial,0.0
Qalhat LNG Terminal,Oman,pluvial,0.0
Tagonoura Ko,Japan,pluvial,0.0
Garlston,United Kingdom,pluvial,0.0
Frederikshavn,Denmark,pluvial,0.010621457394894895
Sao Sebastiao,Brazil,pluvial,0.0
Halmstad,Sweden,pluvial,0.0
Palua,Venezuela,pluvial,0.0
Zonguldak,Turkey,pluvial,0.0
Jakarta,Indonesia,pluvial,0.0
Rauma,Finland,pluvial,0.0
Gary,U.S.A.,pluvial,0.0
Puerto Bayovar,Peru,pluvial,0.0
Kota Kinabalu,Malaysia,pluvial,0.0
Mailiao,Taiwan,pluvial,0.0
Amuay (Bahia De Amuay),Venezuela,pluvial,0.0
Harlingen,Netherlands,pluvial,0.008811883709881755
Sarroch Oil Terminal,Italy,pluvial,0.0
Savannah,U.S.A.,pluvial,0.0
Gulfport,U.S.A.,pluvial,0.0
Portland,U.S.A.,pluvial,0.0
Porsgrunn,Norway,pluvial,0.0
Aratu,Brazil,pluvial,0.026553643487237235
Mizushima Ko,Japan,pluvial,0.0
Izmir,Turkey,pluvial,0.0
Soudha,Greece,pluvial,0.0
Bremen,Germany,pluvial,0.013119647821649776
Linden,Guyana,pluvial,0.0
Torina,Finland,pluvial,0.0033569080799549546
JSW Jaigad Port Limited,India,pluvial,0.0
Oslo,Norway,pluvial,0.0
Golfito,Costa Rica,pluvial,0.0
Ghent,Belgium,pluvial,0.0
Maputo,Mozambique,pluvial,0.037765215899493235
Roseau,Dominica,pluvial,0.059745697846283786
Punta Lobitos (Bahia De Huarmey),Peru,pluvial,0.0
Imatra,Finland,pluvial,0.08811883709881754
Pascagoula,U.S.A.,pluvial,0.0
Matsuyama,Japan,pluvial,0.0
Abbot Point,Australia,pluvial,0.0
Sikka,India,pluvial,0.0
Koko,Nigeria,pluvial,0.0
"Wilmington, DE",U.S.A.,pluvial,0.0
Durban,South Africa,pluvial,0.0
Brighton,Trinidad and Tobago,pluvial,0.026553643487237235
Masan,South Korea,pluvial,0.0
Hakata,Japan,pluvial,0.0
Chatnam Docks,United Kingdom,pluvial,0.033569080799549546
Hon Gai,Vietnam,pluvial,0.0
Porto Pecem,Brazil,pluvial,0.0033569080799549546
Point Lisa Port,Trinidad and Tobago,pluvial,0.0
Thyboron,Denmark,pluvial,0.0
Port Dover,Canada,pluvial,0.0
Point Richmond,U.S.A.,pluvial,0.04483930268158784
Menominee,U.S.A.,pluvial,0.0
Jacksonville,U.S.A.,pluvial,0.0
Johor,Malaysia,pluvial,0.0
Fukuyama,Japan,pluvial,0.0
Puerto Del Callao,Peru,pluvial,0.0
Galveston,U.S.A.,pluvial,0.10462503959037163
Hong Kong,Hong Kong,pluvial,0.0
Port Methanier,Algeria,pluvial,0.0
Puerto Bolivar,Colombia,pluvial,0.0
La Libertad,Ecuador,pluvial,0.0
Port De Salvador,Brazil,pluvial,0.059745697846283786
Lulea,Sweden,pluvial,0.0
Hua-Lien Kang,Taiwan,pluvial,0.0
Mariel,Cuba,pluvial,0.0
Port Aransas,U.S.A.,pluvial,0.0
Los Angeles,U.S.A.,pluvial,0.0
Mumbai (bonbay),India,pluvial,0.0
Savonia,Italy,pluvial,0.0
Bruges,Belgium,pluvial,0.010462503959037164
Finnart Oil Terminal,United Kingdom,pluvial,0.0
Benoa,Indonesia,pluvial,0.0
Brunswick,U.S.A.,pluvial,0.0
La Guaira,Venezuela,pluvial,0.003985715793918919
Vancouver,Canada,pluvial,0.018882607949746617
Rouge River,U.S.A.,pluvial,0.0
Annaba,Algeria,pluvial,0.0
Otago,New Zealand,pluvial,0.0
Gisborne,New Zealand,pluvial,0.0
Port Harcourt,Nigeria,pluvial,0.0033569080799549546
Georgetown,Cayman Islands,pluvial,0.0
Yalova,Turkey,pluvial,0.0
Norrkoping,Sweden,pluvial,0.0
Harmac,Canada,pluvial,0.0
Point Fortin,Trinidad and Tobago,pluvial,0.0
Sao Francisco,Brazil,pluvial,0.0
Newport News,U.S.A.,pluvial,0.0
Iraklion,Greece,pluvial,0.0
Calais,France,pluvial,0.010462503959037164
Puerto Cortes,Honduras,pluvial,0.010621457394894895
Baltimore,U.S.A.,pluvial,0.0
Zhanjiang,China,pluvial,0.037765215899493235
Komatsushima,Japan,pluvial,0.0
Baie Ugue,New Caledonia,pluvial,0.0
Homikawa,Japan,pluvial,0.0
Probolinggo,Indonesia,pluvial,0.2491072371199325
Port Jerome,France,pluvial,0.0
Napier,New Zealand,pluvial,0.1258840529983108
Providenciales,Turks and Caicos Islands,pluvial,0.0
Marsaxlokk,Malta,pluvial,0.0
Szczecin,Poland,pluvial,0.0
Wellington,New Zealand,pluvial,0.37765215899493243
Puerto Moin,Costa Rica,pluvial,0.0
Porvoo,Finland,pluvial,0.003985715793918919
Belize City,Belize,pluvial,0.0
Chester,U.S.A.,pluvial,0.003985715793918919
Norfolk,U.S.A.,pluvial,0.0
Kavala,Greece,pluvial,0.0
Montoir,France,pluvial,0.0033569080799549546
Tha Thong,Thailand,pluvial,0.005978573690878379
Puerto Cabello,Venezuela,pluvial,0.0
Bay City,U.S.A.,pluvial,0.0
Brunsbuttel Elbahafen,Germany,pluvial,0.0
Guangzhou,China,pluvial,0.0
Rabaul,Papua New Guinea,pluvial,0.03337325171851539
Ortona,Italy,pluvial,0.0
Presque Isle,U.S.A.,pluvial,0.0
Trieste,Italy,pluvial,0.0
Sint Nicolaas Baai,Aruba,pluvial,0.0
St Nazaire,France,pluvial,0.18577720298423422
Bullen Baai,Curacao,pluvial,0.0019928578969594596
Horta,Portugal,pluvial,0.0
San Diego,U.S.A.,pluvial,0.0
Guaiba Island Terminal,Brazil,pluvial,0.0
Philadelphia,U.S.A.,pluvial,0.0
Kobe,Japan,pluvial,0.017098245560013138
Wismar,Germany,pluvial,0.0
EL Segundo,U.S.A.,pluvial,0.0
Paarden Baai - (Orangestad),Aruba,pluvial,0.0
Itajai,Brazil,pluvial,0.0
Rade De Brest,France,pluvial,0.003985715793918919
New Westminster,Canada,pluvial,0.0
Yiantian,China,pluvial,0.0
Pontianak,Indonesia,pluvial,0.0
Les Sables D' Olonne,France,pluvial,0.11111365744650899
Port Manatee,U.S.A.,pluvial,0.0
Jose Terminal,Venezuela,pluvial,0.0
Argentia,Canada,pluvial,0.0
Tsukumi Ko,Japan,pluvial,0.0
Montego Bay,Jamaica,pluvial,0.0
Lagos,Nigeria,pluvial,0.0
Bandirma,Turkey,pluvial,0.0
Canaveral Harbor,U.S.A.,pluvial,0.0
Porto Di Palermo,Italy,pluvial,0.0
Puerto Miranda,Venezuela,pluvial,0.0
Port Lavaca,U.S.A.,pluvial,0.0
Charleston,U.S.A.,pluvial,0.010462503959037164
Marsh Harbor,Bahamas,pluvial,0.043813511753941436
Barranquilla,Colombia,pluvial,0.010462503959037164
La Pallice,France,pluvial,0.0
Dhaka,Bangladesh,pluvial,0.0
Bayonne,France,pluvial,0.0
Searsport,U.S.A.,pluvial,0.0
Cartagena,Colombia,pluvial,0.0
Punta Cardon,Venezuela,pluvial,0.0
Tachibana,Japan,pluvial,0.0
Rio Bueno,Jamaica,pluvial,0.0
Big Creek,Belize,pluvial,0.0
Rotterdam,Netherlands,pluvial,0.003985715793918919
Brownsville,U.S.A.,pluvial,0.0
Krishnapatnam Port,India,pluvial,0.059745697846283786
Chennai (Madras),India,pluvial,0.22303009070594026
Puerto Quetzal,Guatemala,pluvial,0.0
Gela,Italy,pluvial,0.0
Shekou,China,pluvial,0.0
Balikpapa,Indonesia,pluvial,0.0
Ampenan,Indonesia,pluvial,0.1613133841849662
Cilacap,Indonesia,pluvial,0.0
Porto De Suape,Brazil,pluvial,0.11949139569256757
Puerto Nuevo,Colombia,pluvial,0.0
Weipa,Australia,pluvial,0.0278813256615991
Kingstown,Saint Vincent and the Grenadines,pluvial,0.278813256615991
Londonderry,United Kingdom,pluvial,0.0
Kashima Ko,Japan,pluvial,0.0
Tampico,Mexico,pluvial,0.003985715793918919
Barbor's Point,U.S.A.,pluvial,0.0
La Plata,Argentina,pluvial,0.008811883709881755
Sekupang,Indonesia,pluvial,0.0
Cap Haitien,Haiti,pluvial,0.031864372184684686
Bandar Abbas,Iran,pluvial,0.003985715793918919
Zeebrugge,Belgium,pluvial,0.0
Amsterdam,Netherlands,pluvial,0.010621457394894895
Kamsar,Guinea,pluvial,0.0
Gdynia,Poland,pluvial,0.0278813256615991
Port Lyttelton,New Zealand,pluvial,0.0033569080799549546
Antwerp,Belgium,pluvial,0.0
Manila,Philippines,pluvial,0.0
Tuapse,Russia,pluvial,0.0
Tananger,Norway,pluvial,0.0
Elevsis,Greece,pluvial,0.0
Georgetown,Guyana,pluvial,0.0
Mejillones,Chile,pluvial,0.0
Chi-Lung,Taiwan,pluvial,0.0
Gresik,Indonesia,pluvial,0.059745697846283786
Bajo Grande,Venezuela,pluvial,0.0
Skutskar,Sweden,pluvial,0.0
Palm Beach,U.S.A.,pluvial,0.10462503959037163
Lorient,France,pluvial,0.0
New Amsterdam,Guyana,pluvial,0.0
Terneuzen,Netherlands,pluvial,0.0
Oran,Algeria,pluvial,0.0
Port De Aracaju,Brazil,pluvial,0.07567788393862612
Bahia De Valparaiso,Chile,pluvial,0.0
Ancona,Italy,pluvial,0.0
Kimbe,Papua New Guinea,pluvial,0.0
Anchorage,U.S.A.,pluvial,0.0
Pago Pago Harbor,American Samoa,pluvial,0.0
As Suways,Egypt,pluvial,0.0
Gioia Tauro,Italy,pluvial,0.0
Bari,Italy,pluvial,0.0
Maumere,Indonesia,pluvial,0.0
Gorontalo,Indonesia,pluvial,0.0
Ijmuiden,Netherlands,pluvial,0.003985715793918919
Nelson,New Zealand,pluvial,0.0
Luganville,Vanuatu,pluvial,0.10156768633868245
Puerto La Cruz,Venezuela,pluvial,0.0
Manzanillo,Mexico,pluvial,0.0
Superior,U.S.A.,pluvial,0.0
Bonny,Nigeria,pluvial,0.0
Texas City,U.S.A.,pluvial,0.14946434227195948
Pulau Pinang,Malaysia,pluvial,0.278813256615991
Mobile,U.S.A.,pluvial,0.003985715793918919
Tg Mani,Malaysia,pluvial,0.0
Koper,Slovenia,pluvial,0.0
Golcuk Burnu,Turkey,pluvial,0.0
Karlshamn,Sweden,pluvial,0.0
Wilhelmshaven,Germany,pluvial,0.0033569080799549546
Pelabuhan Sungai Udang,Malaysia,pluvial,0.0
Esperance,Australia,pluvial,0.0
New Mangalore,India,pluvial,0.0
Port Au Prince,Haiti,pluvial,0.0
Whangerei,New Zealand,pluvial,0.03650637536951013
Sawakin Harbor,Sudan,pluvial,0.0
Sete,France,pluvial,0.0033569080799549546
Puerto Caldera,Costa Rica,pluvial,0.0
Dandong,China,pluvial,0.0
Duba Bulk Plant Tanker Terminal,Saudi Arabia,pluvial,0.0
La Spezia,Italy,pluvial,0.015525699869791664
Kisarazu Ko,Japan,pluvial,0.2945686840160473
Banten,Indonesia,pluvial,0.0
Livorno,Italy,pluvial,0.03795204990146396
Genova,Italy,pluvial,0.0
Benicia,U.S.A.,pluvial,0.0
Bahai De La Habana,Cuba,pluvial,0.0
Jayapura,Indonesia,pluvial,0.0750140428514452
Bordeaux,France,pluvial,0.016076433024821694
Donggala,Indonesia,pluvial,0.0
Ujung Pandang,Indonesia,pluvial,0.11949139569256757
Kalundborg,Denmark,pluvial,0.0
Talinn,Estonia,pluvial,0.0
Kingston,Jamaica,pluvial,0.03795204990146396
Cork,Ireland,pluvial,0.0
Zarate,Argentina,pluvial,0.0
Dunkerque Port Ouest,France,pluvial,0.0
Victoria,Malaysia,pluvial,0.010621457394894895
Bintulu Port,Malaysia,pluvial,0.0
Bahia San Vicente,Chile,pluvial,0.0
Atapupu,Indonesia,pluvial,0.0
Kerch,Ukraine,pluvial,0.08616174206432996
Tampa,U.S.A.,pluvial,0.0
Houston,U.S.A.,pluvial,0.0
Phuket,Thailand,pluvial,0.0
Paldiski,Estonia,pluvial,0.0
Bremerhaven,Germany,pluvial,0.0033569080799549546
Hakodate Ko,Japan,pluvial,0.0
Malongo,Angola,pluvial,0.0
Honiara,Solomon Islands,pluvial,0.17525404701576577
Port Arthur,U.S.A.,pluvial,0.0
Lumut,Malaysia,pluvial,0.2574036936350413
Vlissingen,Netherlands,pluvial,0.003985715793918919
Porto Di Oristano,Italy,pluvial,0.016076433024821694
Miami,U.S.A.,pluvial,0.0
Port Saint Louis Du Rhone,France,pluvial,0.008811883709881755
Fos,France,pluvial,0.003985715793918919
Cuxhaven,Germany,pluvial,0.055388983319256756
Eemshaven,Netherlands,pluvial,0.02241965134079392
Campana,Argentina,pluvial,0.0
Belawan,Indonesia,pluvial,0.10462503959037163
Port Klang,Malaysia,pluvial,0.0
Nagasaki,Japan,pluvial,0.0
Durres,Albania,pluvial,0.0
Porto Di Lido-Venezia,Italy,pluvial,0.03795204990146396
Porto Di Corsini,Italy,pluvial,0.010621457394894895
Dumai,Indonesia,pluvial,0.02241965134079392
Limerick,Ireland,pluvial,0.023898279138513515
St John,Canada,pluvial,0.0
Canaport (St. John),Canada,pluvial,0.0
Esmeraldas,Ecuador,pluvial,0.0
Guayaquil,Ecuador,pluvial,0.06225812438414977
Port-De-Bouc,France,pluvial,0.0
Corpus Christi,U.S.A.,pluvial,0.0
Lahad Datu,Malaysia,pluvial,0.0
Torrevieja,Spain,pluvial,0.0
Kemaman Harbor,Malaysia,pluvial,0.010621457394894895
Oostende,Belgium,pluvial,0.010462503959037164
El Palito,Venezuela,pluvial,0.0
Porto Alegre,Brazil,pluvial,0.0
Port-La-Nouvelle,France,pluvial,0.0
Primorsk,Russia,pluvial,0.0
"Wilmington, NC",U.S.A.,pluvial,0.0
Freeport,U.S.A.,pluvial,0.0
Port D' Ajaccio,France,pluvial,0.0
East London,South Africa,pluvial,0.0
Lingkas,Indonesia,pluvial,0.1354235817849099
Lae,Papua New Guinea,pluvial,0.0
Brake,Germany,pluvial,0.05147504428256381
Tubarao,Brazil,pluvial,0.0
St John's,Canada,pluvial,0.0
Uleelheue,Indonesia,pluvial,0.0
Oro Bay,Papua New Guinea,pluvial,0.0
Cabanas,Cuba,pluvial,0.059745697846283786
Recife,Brazil,pluvial,0.0
Parnu,Estonia,pluvial,0.0
Monfalcone,Italy,pluvial,0.0
Sakai Ko,Japan,pluvial,0.0
Palembang,Indonesia,pluvial,0.0278813256615991
Inkoo,Finland,pluvial,0.0
Yatsushiro Ko,Japan,pluvial,0.0
Emden,Germany,pluvial,0.010621457394894895
South Louisiana,U.S.A.,pluvial,0.0
Kuching,Malaysia,pluvial,0.10462503959037163
Sandnessjoen,Norway,pluvial,0.0
Kasim Terminal,Indonesia,pluvial,0.04483930268158784
Kota Baru,Indonesia,pluvial,0.3487501319679054
Gavan Vysotsk,Russia,pluvial,0.010621457394894895
Cebu,Philippines,pluvial,0.0
Tanjung Sangata,Indonesia,pluvial,0.0
Maracaibo,Venezuela,pluvial,0.0
Kuantan New Port,Malaysia,pluvial,0.0
Ndora,Solomon Islands,pluvial,0.0
Monrovia,Liberia,pluvial,0.003321429828265766
Bitung,Indonesia,pluvial,0.0
Paramarico,Suriname,pluvial,0.043813511753941436
Panjang,Indonesia,pluvial,0.0
Road Harbor,British Virgin Islands,pluvial,0.10156768633868245
Natal,Brazil,pluvial,0.0
New Orleans,U.S.A.,pluvial,0.0278813256615991
Al Ladhiqiyah,Syria,pluvial,0.1354235817849099
Mazatlan,Mexico,pluvial,0.0
Imabari Ko,Japan,pluvial,0.0278813256615991
Covenas Offshore Term.,Colombia,pluvial,0.0
Port Gentil,Gabon,pluvial,0.0
Weifang Port,China,pluvial,0.2491072371199325
Beaumont,U.S.A.,pluvial,0.059745697846283786
Suva Harbor,Fiji,pluvial,0.059745697846283786
Cagliari,Italy,pluvial,0.0
Clarkson,Canada,pluvial,0.0
Puerto Bolivar,Ecuador,pluvial,0.3737425320828641
Sapangar Bay,Malaysia,pluvial,0.0
Petrapavlovsk,Russia,pluvial,0.0
Samarinda,Indonesia,pluvial,0.0
Stagen,Indonesia,pluvial,0.06225812438414977
Baton Rouge,U.S.A.,pluvial,0.0278813256615991
Acajutla,El Salvador,pluvial,0.0
Chaguaramas,Trinidad and Tobago,pluvial,0.0
Lumut,Brunei,pluvial,0.059745697846283786
Freetown,Sierra Leone,pluvial,0.010621457394894895
Bedyansk,Ukraine,pluvial,0.010621457394894895
Porto Di Chioggia,Italy,pluvial,0.0
Halifax,Canada,pluvial,0.059745697846283786
Koolan,Australia,pluvial,0.0
Aiyion,Greece,pluvial,0.0
Tanjunguban,Indonesia,pluvial,0.04483930268158784
Kendari,Indonesia,pluvial,0.0
Salerno,Italy,pluvial,0.010621457394894895
Malakal Harbor,Palau,pluvial,0.0
Caracasbaai,Curacao,pluvial,0.010621457394894895
Marseille,France,pluvial,0.0278813256615991
Madang,Papua New Guinea,pluvial,0.010621457394894895
Warri,Nigeria,pluvial,0.0278813256615991
Santo Thomas De Castilla,Guatemala,pluvial,0.059745697846283786
Lafarge,Indonesia,pluvial,0.11949139569256757
San Giogrio,Italy,pluvial,0.17927713260135136
Port Aux Basques,Canada,pluvial,0.010621457394894895
Tanjung Benete,Indonesia,pluvial,0.12929806637692381
Blanglancang,Indonesia,pluvial,0.16688316397452138
Parepare,Indonesia,pluvial,0.38237246621621623
Kirteh Oil Terminal,Malaysia,pluvial,0.2947454427083333
Valletta Harbors,Malta,pluvial,0.36843180338541665
Antofagasta,Chile,pluvial,0.0278813256615991
Tuxpan,Mexico,pluvial,0.043813511753941436
Marina Di Carrara,Italy,pluvial,0.278813256615991
Belem,Brazil,pluvial,0.11949139569256757
Portocel,Brazil,pluvial,0.11949139569256757
Bahia De Las Minas,Panama,pluvial,0.18622410789695945
Kilifi,Kenya,pluvial,0.0
Grand Haven,U.S.A.,pluvial,0.32063524510838964
Semarang,Indonesia,pluvial,0.39830465230855855
Brevik,Norway,pluvial,0.39830465230855855
Bontang LNG Terminal,Indonesia,pluvial,0.5828524745448573
Lake Charles,U.S.A.,pluvial,0.48792319907798426
Port Esquivel,Jamaica,pluvial,0.39830465230855855
Teluk Bayur,Indonesia,pluvial,0.4142368384009009
Malaga,Spain,pluvial,0.39830465230855855
St. George's,Grenada,pluvial,0.8463973861556869
Pomalaa,Indonesia,pluvial,0.5775417458474099
Saganoseki Ko,Japan,pluvial,0.33855895446227474
Puerto Princesa,Philippines,pluvial,0.9638972585867117
Victoria,Seychelles,pluvial,0.005310728697447447
Puerto Colon,Panama,pluvial,0.015932186092342343
Pulau Baai,Indonesia,pluvial,1.0010723594688438
Marin,Spain,pluvial,0.3983046523085585
Mbulo,Solomon Islands,pluvial,0.045141193928303305
Surigao City,Philippines,pluvial,1.2546596547719595
Villanueva,Philippines,pluvial,1.1949139569256757
Puerto De Bilbao,Spain,pluvial,1.1949139569256757
Nasipit Port,Philippines,pluvial,1.1949139569256757
Sibolga,Indonesia,pluvial,1.5932186092342342
Sampit,Indonesia,pluvial,2.5889802400056303
Puerto Madryn,Argentina,coastal,0.0
Devonport,Australia,coastal,0.0
Pointe A Pierre,Trinidad and Tobago,coastal,0.0
Tha Thong,Thailand,coastal,0.0
Canaport (St. John),Canada,coastal,0.0
Az Zawiya,Libya,coastal,0.0
Paagoumene,New Caledonia,coastal,0.0
Charco Azul,Panama,coastal,0.0
Skhira,Tunisia,coastal,0.0
Haldia Port,India,coastal,0.0
Pelabuhan Sungai Udang,Malaysia,coastal,0.0
Coatzacoalcos,Mexico,coastal,0.0
Kirteh Oil Terminal,Malaysia,coastal,0.0
Vikanes,Norway,coastal,0.0
Matthew Town,Bahamas,coastal,0.0
Zhangjiangang,China,coastal,0.0
Lazaro Cardenas,Mexico,coastal,0.0
Gela,Italy,coastal,0.0
Douala,Cameroon,coastal,0.0
Port Arthur,U.S.A.,coastal,0.04005644372888514
Port Bonython,Australia,coastal,0.0
Malongo,Angola,coastal,0.0
PelabuhanRatuCoalPowerPlant,Indonesia,coastal,0.0
Kasim Terminal,Indonesia,coastal,0.0
Fremantle,Australia,coastal,0.0
Mobile,U.S.A.,coastal,0.0011949139569256756
Tuban,Indonesia,coastal,0.0
Qalhat LNG Terminal,Oman,coastal,0.0
Banjul,Gambia,coastal,0.0
Ardel,Norway,coastal,0.0
Beira,Mozambique,coastal,0.0
East London,South Africa,coastal,0.0
Brasil Port,Brazil,coastal,0.0
Gove,Australia,coastal,0.0
Lautoka Harbor,Fiji,coastal,0.0
Hamburg,Germany,coastal,0.0
Tanjung Sangata,Indonesia,coastal,0.0
Beaumont,U.S.A.,coastal,0.0011949139569256756
Kiire,Japan,coastal,0.0
Fredrikstad,Norway,coastal,0.0
Broome,Australia,coastal,0.0
Houston,U.S.A.,coastal,0.006001879222972973
Gourd Shanzui,China,coastal,0.0
Barbor's Point,U.S.A.,coastal,0.0
Acajutla,El Salvador,coastal,0.0
Rio Bueno,Jamaica,coastal,0.0
Port Lavaca,U.S.A.,coastal,0.0
Puerto Bayovar,Peru,coastal,0.0
San Miguel De Cozumel,Mexico,coastal,0.0
Bahia San Vicente,Chile,coastal,0.0
Banjarmasin,Indonesia,coastal,0.0
Dos Bocas Terminal,Mexico,coastal,0.0
Malai,Fiji,coastal,0.0
Dahej,India,coastal,0.0
Kikuma Ko,Japan,coastal,0.0
Brofjorden,Sweden,coastal,0.0
Tanah Merah,Indonesia,coastal,0.0
Porto Pecem,Brazil,coastal,0.0
Port Aransas,U.S.A.,coastal,0.0
Nassau,Bahamas,coastal,0.0
Tanjung Pelepas,Malaysia,coastal,0.0
Port Kembla,Australia,coastal,0.0
Corpus Christi,U.S.A.,coastal,0.0
Nantong,China,coastal,0.0
Manzanillo,Mexico,coastal,0.0
